dataset,epochs,way,train_shot,test_shot,dld,optimizer,x_dim,z_dim,lr,initialization,loss,in_alphabet,add_rotations,channels,trials,silent,split,gpu,test_batch,full_test,save_data,table_dataset,accuracy,duration_sec,lr_target
covtype,3,7,300,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5971428571428571,3566.83287024498,5e-05
covtype,10,7,1,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2499999999999999,92.87009739875792,0.001
covtype,10,7,1,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2442857142857142,90.6610028743744,0.0001
covtype,10,7,1,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2457142857142856,90.3327202796936,5e-05
covtype,10,7,1,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1557142857142857,89.96826267242432,0.001
covtype,10,7,1,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1614285714285714,91.52172040939332,0.0001
covtype,10,7,1,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1614285714285714,90.01024675369263,5e-05
covtype,10,7,1,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1442857142857142,91.1297242641449,0.001
covtype,10,7,1,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1428571428571428,90.3815622329712,0.0001
covtype,10,7,1,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1414285714285713,88.98768758773804,5e-05
covtype,10,7,1,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2742857142857142,92.47692608833312,0.001
covtype,10,7,1,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2699999999999999,90.946213722229,0.0001
covtype,10,7,1,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.2699999999999999,90.5994472503662,5e-05
covtype,10,7,1,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1942857142857142,90.93958473205566,0.001
covtype,10,7,1,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1985714285714285,90.53888297080994,0.0001
covtype,10,7,1,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1971428571428571,92.21792840957642,5e-05
covtype,10,7,1,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1614285714285714,90.0516254901886,0.001
covtype,10,7,1,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1614285714285714,90.6040997505188,0.0001
covtype,10,7,1,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.1614285714285714,91.082679271698,5e-05
covtype,10,7,10,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4814285714285715,433.70065569877625,0.001
covtype,10,7,10,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4842857142857143,423.81820130348206,0.0001
covtype,10,7,10,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4842857142857143,417.3549358844757,5e-05
covtype,10,7,10,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4442857142857142,425.39291048049927,0.001
covtype,10,7,10,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4457142857142857,428.5474109649658,0.0001
covtype,10,7,10,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4457142857142856,423.654337644577,5e-05
covtype,10,7,10,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.3557142857142857,413.0317575931549,0.001
covtype,10,7,10,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.3642857142857142,422.6336505413056,0.0001
covtype,10,7,10,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.3628571428571427,417.7773580551148,5e-05
covtype,10,7,10,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.48,433.8739120960236,0.001
covtype,10,7,10,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4742857142857142,417.6993455886841,0.0001
covtype,10,7,10,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4742857142857142,418.3978741168976,5e-05
covtype,10,7,10,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4828571428571427,431.957231760025,0.001
covtype,10,7,10,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4714285714285713,423.5867397785187,0.0001
covtype,10,7,10,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4728571428571428,426.18597435951233,5e-05
covtype,10,7,10,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4171428571428571,426.4482729434967,0.001
covtype,10,7,10,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4099999999999999,426.7327444553375,0.0001
covtype,10,7,10,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4114285714285713,435.682156085968,5e-05
covtype,10,7,50,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6257142857142858,1992.3187136650083,0.001
covtype,10,7,50,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6185714285714285,1975.248554944992,0.0001
covtype,10,7,50,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6185714285714285,2500.803634166717,5e-05
covtype,10,7,50,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6028571428571429,2577.634778499604,0.001
covtype,10,7,50,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5957142857142856,2012.73375582695,0.0001
covtype,10,7,50,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5971428571428572,2014.952439069748,5e-05
covtype,10,7,50,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5842857142857142,2023.9675343036647,0.001
covtype,10,7,50,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5842857142857142,2051.4799036979675,0.0001
covtype,10,7,50,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5857142857142857,2047.066688776016,5e-05
covtype,10,7,50,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6,1983.769132614136,0.001
covtype,10,7,50,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6057142857142856,2022.670027732849,0.0001
covtype,10,7,50,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6057142857142856,2059.1924710273743,5e-05
covtype,10,7,50,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5885714285714285,2060.722216129303,0.001
covtype,10,7,50,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5942857142857142,2041.3644304275515,0.0001
covtype,10,7,50,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5942857142857142,2062.505318403244,5e-05
covtype,10,7,50,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5671428571428571,2059.4121108055115,0.001
covtype,10,7,50,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5799999999999998,2049.569591283798,0.0001
covtype,10,7,50,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5799999999999998,2069.493370294571,5e-05
covtype,10,7,100,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6142857142857142,4266.759148836136,0.001
covtype,10,7,100,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5971428571428572,2772.173454761505,0.0001
covtype,10,7,100,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5971428571428572,2797.934571504593,5e-05
covtype,10,7,100,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6257142857142857,2763.850919485092,0.001
covtype,10,7,100,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6057142857142856,2758.593527317047,0.0001
covtype,10,7,100,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6057142857142856,2778.4033370018005,5e-05
covtype,10,7,100,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6085714285714284,2772.3797900676727,0.001
covtype,10,7,100,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5885714285714286,2781.503878593445,0.0001
covtype,10,7,100,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5928571428571429,2779.680986881256,5e-05
covtype,10,7,100,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6142857142857142,2793.0491602420807,0.001
covtype,10,7,100,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5928571428571427,2786.7921512126923,0.0001
covtype,10,7,100,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5914285714285714,2793.859662294388,5e-05
covtype,10,7,100,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5928571428571427,2783.0672676563263,0.001
covtype,10,7,100,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5742857142857143,2750.458534479141,0.0001
covtype,10,7,100,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5757142857142856,2789.063200712204,5e-05
covtype,10,7,100,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5871428571428571,2772.0870673656464,0.001
covtype,10,7,100,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.58,2765.3032879829407,0.0001
covtype,10,7,100,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5828571428571429,2746.661182165146,5e-05
covtype,10,7,200,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.58,7308.970767736435,0.001
covtype,10,7,200,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5685714285714285,7869.522678136826,0.0001
covtype,10,7,200,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5628571428571427,7904.0008754730225,5e-05
covtype,10,7,200,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6228571428571429,7905.309425115585,0.001
covtype,10,7,200,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6071428571428571,7949.807546615601,0.0001
covtype,10,7,200,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6042857142857142,7958.333861589432,5e-05
covtype,10,7,200,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6028571428571429,7824.511275053024,0.001
covtype,10,7,200,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5942857142857143,7831.623340368271,0.0001
covtype,10,7,200,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5942857142857143,7827.415760278702,5e-05
covtype,10,7,200,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5642857142857143,7922.773453950882,0.001
covtype,10,7,200,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5371428571428571,7831.102873086929,0.0001
covtype,10,7,200,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5414285714285714,7869.442947626114,5e-05
covtype,10,7,200,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6114285714285714,7900.774332523346,0.001
covtype,10,7,200,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6,6385.138496398926,0.0001
covtype,10,7,200,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6,5525.55882191658,5e-05
covtype,10,7,200,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5957142857142856,5507.76713681221,0.001
covtype,10,7,200,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.59,5504.085421323776,0.0001
covtype,10,7,200,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.587142857142857,5506.093255519867,5e-05
covtype,10,7,300,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5228571428571427,8671.885437250137,0.001
covtype,10,7,300,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4771428571428571,8166.602286815643,0.0001
covtype,10,7,300,1,True,adam,54,1000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4928571428571427,8195.284140825272,5e-05
covtype,10,7,300,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6414285714285712,8163.30789899826,0.001
covtype,10,7,300,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6042857142857142,8209.951642751694,0.0001
covtype,10,7,300,1,True,adam,54,1000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6042857142857142,8229.102671146393,5e-05
covtype,10,7,300,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6114285714285713,8169.8434772491455,0.001
covtype,10,7,300,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.59,8290.503186941147,0.0001
covtype,10,7,300,1,True,adam,54,1000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5842857142857142,8299.26052737236,5e-05
covtype,10,7,300,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5128571428571429,8945.490386486053,0.001
covtype,10,7,300,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4971428571428571,11956.28832101822,0.0001
covtype,10,7,300,1,True,adam,54,2000,0.001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.4971428571428571,12001.809755325316,5e-05
covtype,10,7,300,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.62,11978.36725139618,0.001
covtype,10,7,300,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.61,12040.099794864656,0.0001
covtype,10,7,300,1,True,adam,54,2000,0.0001,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.6057142857142856,12039.364044904709,5e-05
covtype,10,7,300,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.59,11964.119642019272,0.001
covtype,10,7,300,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.5942857142857143,12065.31066608429,0.0001
covtype,10,7,300,1,True,adam,54,2000,5e-05,xavier_normal,MSELoss(),False,True,1,100,True,train,0,2000,False,False,True,0.592857142857143,11901.115076065063,5e-05
