way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
5,1,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.226,7.880398988723755
5,1,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.214,1.0644903182983398
5,1,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22399999999999995,1.0633108615875244
5,1,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,1.1014788150787354
5,1,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.184,1.1010658740997314
5,1,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,1.1040403842926023
5,1,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,0.9779729843139648
5,1,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,0.9689881801605223
5,1,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,0.9819905757904052
5,1,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.252,1.2298362255096436
5,1,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.206,1.2257790565490725
5,1,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20000000000000004,1.2303564548492432
5,1,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21399999999999994,1.2568624019622805
5,1,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19199999999999995,1.257993221282959
5,1,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,1.2617158889770508
5,1,1,28,100,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.208,1.1252374649047852
5,1,1,28,100,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18599999999999994,1.1266558170318604
5,1,1,28,100,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000002,1.127206563949585
5,1,1,28,200,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.174,1.5482478141784668
5,1,1,28,200,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.254,1.5413446426391602
5,1,1,28,200,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.25,1.5430474281311035
5,1,1,28,200,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19400000000000006,1.5782427787780762
5,1,1,28,200,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,1.5801374912261963
5,1,1,28,200,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.218,1.5779645442962646
5,1,1,28,200,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19199999999999995,1.446838140487671
5,1,1,28,200,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22399999999999995,1.4445767402648926
5,1,1,28,200,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,1.447786808013916
5,1,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19399999999999995,1.8602681159973145
5,1,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.29,1.8543739318847656
5,1,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.246,1.860602855682373
5,1,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.23000000000000004,1.893298864364624
5,1,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17599999999999993,1.8954198360443115
5,1,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.172,1.8938517570495603
5,1,1,28,300,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,1.7619729042053225
5,1,1,28,300,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,1.7585060596466064
5,1,1,28,300,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,1.7619988918304443
5,1,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.146,2.464515209197998
5,1,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.332,2.4644863605499268
5,1,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.25,2.462389707565308
5,1,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16399999999999998,2.495613813400269
5,1,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17600000000000002,2.503517866134644
5,1,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,2.498984336853028
5,1,1,28,500,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,2.366395711898804
5,1,1,28,500,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,2.371016025543213
5,1,1,28,500,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,2.3637158870697017
5,1,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,2.7654285430908203
5,1,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.32,2.767987012863159
5,1,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.234,2.767134666442871
5,1,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20800000000000002,2.8064956665039062
5,1,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22199999999999995,2.805407762527466
5,1,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18,2.794464588165283
5,1,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16399999999999998,2.665787935256958
5,1,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16399999999999998,2.664145946502685
5,1,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,2.66822361946106
5,1,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.146,3.3164234161376966
5,1,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.322,3.320555686950684
5,1,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.29000000000000004,3.323193311691284
5,1,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,3.349697589874268
5,1,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,3.3560593128204346
5,1,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16999999999999996,3.3565402030944824
5,1,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,3.225115299224853
5,1,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,3.218456268310547
5,1,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,3.216927528381348
5,1,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,3.973466396331787
5,1,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3,3.9716215133666974
5,1,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.30000000000000004,3.975724458694458
5,1,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,4.020124673843384
5,1,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,4.012698411941528
5,1,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17799999999999996,4.018782615661621
5,1,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.182,3.8759779930114746
5,1,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,3.873242139816284
5,1,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18399999999999994,3.8722715377807617
5,1,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.142,7.0813562870025635
5,1,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.334,7.084699869155884
5,1,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3,7.079293966293335
5,1,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,7.173043489456178
5,1,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22399999999999998,7.177215099334718
5,1,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17799999999999996,7.180739164352418
5,1,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20800000000000002,6.9110918045043945
5,1,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,6.904048442840576
5,1,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19399999999999998,6.9072229862213135
5,1,1,28,3000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.12999999999999998,10.242299795150755
5,1,1,28,3000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3620000000000001,10.290185928344727
5,1,1,28,3000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.312,10.332426071166992
5,1,1,28,3000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,10.458457469940186
5,1,1,28,3000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,10.343639135360716
5,1,1,28,3000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,10.370082616806028
5,1,1,28,3000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17600000000000002,10.109935522079466
5,1,1,28,3000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.252,10.074409246444704
5,1,1,28,3000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,9.979686021804811
5,3,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,1.7764549255371094
5,3,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.278,1.7826075553894043
5,3,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.262,1.781238079071045
5,3,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,1.889985084533692
5,3,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,1.889575719833374
5,3,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,1.8794214725494385
5,3,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,1.5438668727874756
5,3,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20000000000000004,1.5263028144836426
5,3,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,1.5410587787628174
5,3,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,1.9444148540496824
5,3,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3800000000000001,1.9413101673126216
5,3,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.314,1.938149690628052
5,3,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20800000000000002,2.051277875900269
5,3,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,2.051796197891236
5,3,1,28,100,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20199999999999999,2.036972045898437
5,3,1,28,100,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,1.6957366466522217
5,3,1,28,100,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.184,1.6951208114624023
5,3,1,28,100,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,1.693676233291626
5,3,1,28,200,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,2.261307001113892
5,3,1,28,200,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.386,2.2604126930236816
5,3,1,28,200,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.294,2.261525154113769
5,3,1,28,200,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.212,2.3673243522644043
5,3,1,28,200,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,2.359099864959717
5,3,1,28,200,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000002,2.37119460105896
5,3,1,28,200,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,2.013376235961914
5,3,1,28,200,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,2.0204911231994642
5,3,1,28,200,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.23199999999999998,2.0275526046752934
5,3,1,28,300,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,2.5680954456329346
5,3,1,28,300,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.408,2.576118469238281
5,3,1,28,300,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3380000000000001,2.578888177871704
5,3,1,28,300,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.222,2.6839394569396973
5,3,1,28,300,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.154,2.6795825958251958
5,3,1,28,300,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,2.676965713500977
5,3,1,28,300,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.238,2.336109399795532
5,3,1,28,300,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.23399999999999999,2.324602603912353
5,3,1,28,300,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2240000000000001,2.3266873359680176
5,3,1,28,500,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16599999999999998,3.1809589862823486
5,3,1,28,500,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.45,3.181993246078491
5,3,1,28,500,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3680000000000001,3.1838855743408203
5,3,1,28,500,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,3.2820889949798584
5,3,1,28,500,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17799999999999996,3.25836181640625
5,3,1,28,500,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,3.2792475223541264
5,3,1,28,500,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20800000000000002,2.9347755908966064
5,3,1,28,500,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19,2.9380812644958496
5,3,1,28,500,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,2.9280385971069336
5,3,1,28,600,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.172,3.477921962738037
5,3,1,28,600,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4400000000000001,3.481736183166504
5,3,1,28,600,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3360000000000001,3.4841105937957764
5,3,1,28,600,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,3.5894572734832764
5,3,1,28,600,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.242,3.5941319465637207
5,3,1,28,600,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20199999999999999,3.5786588191986084
5,3,1,28,600,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000002,3.2367131710052486
5,3,1,28,600,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17999999999999994,3.2306835651397705
5,3,1,28,600,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2240000000000001,3.232906579971313
5,3,1,28,784,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.174,4.0379040241241455
5,3,1,28,784,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4460000000000001,4.0397188663482675
5,3,1,28,784,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4320000000000001,4.038527727127075
5,3,1,28,784,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,4.138509750366212
5,3,1,28,784,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.188,4.140707015991212
5,3,1,28,784,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22199999999999995,4.13210129737854
5,3,1,28,784,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,3.7872927188873287
5,3,1,28,784,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,3.7888579368591313
5,3,1,28,784,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.196,3.784512996673584
5,3,1,28,1000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16399999999999998,4.710669040679932
5,3,1,28,1000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.502,4.708148956298828
5,3,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.43,4.706478357315064
5,3,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,4.837421655654907
5,3,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20600000000000004,4.83740234375
5,3,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21600000000000005,4.842712640762329
5,3,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,4.438681125640869
5,3,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21399999999999994,4.448867559432983
5,3,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17600000000000002,4.442471981048584
5,3,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.16799999999999998,7.966540336608888
5,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.5520000000000002,7.976414203643799
5,3,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.47200000000000003,7.974770784378053
5,3,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.208,8.227836608886719
5,3,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.204,8.229549169540405
5,3,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,8.230072498321531
5,3,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.20199999999999999,7.520687818527223
5,3,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.202,7.501558303833008
5,3,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.21,7.5066773891448975
5,3,1,28,3000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.13599999999999998,11.363098621368408
5,3,1,28,3000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.51,11.309015274047852
5,3,1,28,3000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4700000000000002,11.33629322052002
5,3,1,28,3000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.19199999999999995,11.581022500991821
5,3,1,28,3000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.198,11.612919330596926
5,3,1,28,3000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.18600000000000005,11.628860712051392
5,3,1,28,3000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,10.608629941940306
5,3,1,28,3000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.2,10.540865421295166
5,3,1,28,3000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.22,10.587256669998167
